current_path,function_name,intended_path,intended_function,leading_verb,naming_status,callers,matching_tests,nested_helpers,nested_helper_disposition,owning_issue,migration_status
R/Functions/Utility/Paths_and_stores/get_model_tuning_params.R,get_model_tuning_params,R/Functions/Utility/Paths_and_stores/get_model_tuning_params.R,get_model_tuning_params,get,review_in_owning_issue,R/03_Supplementary_analyses/Sensitivity/Modelling/Spatial/Paleo/rerun_non_converged_spatial_models.R;R/03_Supplementary_analyses/Sensitivity/Modelling/Spatial/Modern/tune_modern_spatial_convergence.R;R/03_Supplementary_analyses/Testing/testthat/test-get_model_tuning_params.R;R/Functions/Utility/Paths_and_stores/get_model_tuning_param_for_scale_and_resolution.R;R/Pipelines/_pipes/pipe_segment_config_model_by_resolution.R,R/03_Supplementary_analyses/Testing/testthat/test-get_model_tuning_params.R,get_required_integer;get_optional_integer,review_in_owning_issue,#155,baseline_recorded
R/Functions/Utility/Paths_and_stores/get_scale_id_from_store.R,get_scale_id_from_store,R/Functions/Utility/Paths_and_stores/get_scale_id_from_store.R,get_scale_id_from_store,get,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-get_scale_id_from_store.R;R/Functions/Utility/Paths_and_stores/get_functional_type_classification_path_from_store.R;R/Functions/Utility/Paths_and_stores/get_model_tuning_param_for_scale_and_resolution.R;R/Pipelines/_pipes/_helpers/make_pipe_segment_ft_classification_continental.R;R/Pipelines/_pipes/pipe_segment_config_common.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R;R/Pipelines/_pipes/pipe_segment_vegvault_extract.R;R/Pipelines/pipeline_modern_spatial_resolution_test.R;R/Pipelines/pipeline_paleo_resolution_test.R,R/03_Supplementary_analyses/Testing/testthat/test-get_scale_id_from_store.R,,none,#155,baseline_recorded
R/Functions/Utility/Paths_and_stores/load_continental_rows.R,load_continental_rows,R/Functions/Utility/Paths_and_stores/load_continental_rows.R,load_continental_rows,load,canonical_or_domain_verb,R/02_Main_analyses/01_Spatial/01_Paleo/01_Runners/01_run_spatial_continental.R;R/02_Main_analyses/01_Spatial/02_Modern/01_Runners/01_run_modern_continental.R;R/02_Main_analyses/02_Temporal/01_Paleo/02_Visualisation/01_plot_temporal_continents.R;R/03_Supplementary_analyses/Diagnostics/Pipelines/Temporal/Paleo/diagnose_temporal_continents.R;R/03_Supplementary_analyses/Testing/testthat/test-load_continental_rows.R;R/03_Supplementary_analyses/_Diagnostics/Analyse_ft_taxonomic_coherence.R;R/Pipelines/_pipes/pipe_segment_traits_extract.R,R/03_Supplementary_analyses/Testing/testthat/test-load_continental_rows.R,,none,#155,baseline_recorded
R/Functions/Utility/Pipeline/get_new_targets_errors.R,get_new_targets_errors,R/Functions/Utility/Pipeline/get_new_targets_errors.R,get_new_targets_errors,get,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-get_new_targets_errors.R;R/Functions/Utility/Pipeline/run_pipeline.R,R/03_Supplementary_analyses/Testing/testthat/test-get_new_targets_errors.R,,none,#155,baseline_recorded
R/Functions/Utility/Pipeline/monitor_pipeline_progress.R,monitor_pipeline_progress,R/Functions/Utility/Pipeline/monitor_pipeline_progress.R,monitor_pipeline_progress,monitor,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-monitor_pipeline_progress.R;R/03_Supplementary_analyses/_Diagnostics/Monitor_paleo_spatial_pipeline_progress.R;R/Functions/Utility/Pipeline/monitor_pipeline_progress.R,R/03_Supplementary_analyses/Testing/testthat/test-monitor_pipeline_progress.R,monitor_server,review_in_owning_issue,#155,baseline_recorded
R/Functions/Utility/Pipeline/run_pipeline.R,run_pipeline,R/Functions/Utility/Pipeline/run_pipeline.R,run_pipeline,run,canonical_or_domain_verb,R/01_Data_processing/Traits/Run_trait_analyses.R;R/03_Supplementary_analyses/Sensitivity/Modelling/Spatial/Paleo/rerun_non_converged_spatial_models.R;R/03_Supplementary_analyses/Sensitivity/Modelling/Spatial/Modern/tune_modern_spatial_convergence.R;R/02_Main_analyses/02_Temporal/01_Paleo/01_Runners/01_run_temporal_europe.R;R/02_Main_analyses/02_Temporal/01_Paleo/01_Runners/02_run_temporal_america.R;R/02_Main_analyses/02_Temporal/01_Paleo/01_Runners/03_run_temporal_asia.R;R/03_Supplementary_analyses/Validation/Cross_validation/Reference_runs/run_cz_paleo_cv_component_reference_gpu.R;R/03_Supplementary_analyses/Validation/Cross_validation/Reference_runs/run_cz_paleo_cv_reference.R;R/03_Supplementary_analyses/Validation/Cross_validation/Reference_runs/run_cz_paleo_cv_reference_gpu.R;R/03_Supplementary_analyses/Validation/Cross_validation/Reference_runs/run_cz_paleo_cv_regularization_reference_gpu.R;R/03_Supplementary_analyses/Validation/Cross_validation/Reference_runs/run_cz_paleo_cv_staged_reference_gpu.R;R/03_Supplementary_analyses/Testing/Smoke/run_cz_pipelines.R;R/03_Supplementary_analyses/Validation/Cross_validation/Reference_runs/run_paleo_local_cv_decomposition_reference_gpu.R;R/03_Supplementary_analyses/Validation/Cross_validation/Reference_runs/run_paleo_local_cv_scientific_reference_gpu.R;R/03_Supplementary_analyses/Testing/testthat/test-run_pipeline.R;R/Functions/Modelling/Cross_validation/run_sjsdm_cross_tier_sensitivity.R;R/Functions/Modelling/Cross_validation/run_sjsdm_tuning_sequence.R;R/Functions/Modelling/Decomposition_diagnostics/refresh_cz_decomposition_upstream.R;R/Functions/Utility/Pipeline/monitor_pipeline_progress.R;R/Functions/Utility/Pipeline/run_pipeline_units_with_status.R;R/Pipelines/pipeline_paleo_spatial_resolution.R,R/03_Supplementary_analyses/Testing/testthat/test-run_pipeline.R,,none,#155,baseline_recorded
R/Functions/Utility/Pipeline/run_pipeline_units_with_status.R,run_pipeline_units_with_status,R/Functions/Utility/Pipeline/run_pipeline_units_with_status.R,run_pipeline_units_with_status,run,canonical_or_domain_verb,R/02_Main_analyses/01_Spatial/01_Paleo/01_Runners/01_run_spatial_continental.R;R/02_Main_analyses/01_Spatial/01_Paleo/01_Runners/02_run_spatial_regional.R;R/02_Main_analyses/01_Spatial/01_Paleo/01_Runners/03_run_spatial_local.R;R/02_Main_analyses/01_Spatial/02_Modern/01_Runners/01_run_modern_continental.R;R/02_Main_analyses/01_Spatial/02_Modern/01_Runners/02_run_modern_regional.R;R/02_Main_analyses/01_Spatial/02_Modern/01_Runners/03_run_modern_local.R;R/03_Supplementary_analyses/Testing/testthat/test-run_pipeline_units_with_status.R;R/Functions/Utility/Pipeline/run_pipeline_units_with_status.R,R/03_Supplementary_analyses/Testing/testthat/test-run_pipeline_units_with_status.R,,none,#155,baseline_recorded
R/Functions/Utility/Pipeline/save_progress_visualisation.R,save_progress_visualisation,R/Functions/Utility/Pipeline/save_progress_visualisation.R,save_progress_visualisation,save,canonical_or_domain_verb,R/03_Supplementary_analyses/Documentation/Update_progress_visualisations.R;R/03_Supplementary_analyses/Testing/testthat/test-save_progress_visualisation.R;R/Functions/Utility/Pipeline/run_pipeline.R,R/03_Supplementary_analyses/Testing/testthat/test-save_progress_visualisation.R,,none,#155,baseline_recorded
R/Functions/Utility/Project_setup/load_project_functions.R,load_project_functions,R/Functions/Utility/Project_setup/load_project_functions.R,load_project_functions,load,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-load_project_functions.R;R/03_Supplementary_analyses/Validation/Architecture/check_r_architecture.R;R/03_Supplementary_analyses/Validation/Architecture/generate_r_architecture_inventories.R;R/Functions/Utility/Project_setup/load_project_functions.R;R/___setup_project___.R;R/___setup_project_extended___.R,R/03_Supplementary_analyses/Testing/testthat/test-load_project_functions.R,,none,#150,baseline_recorded
R/Functions/Utility/Validation/align_sample_ids.R,align_sample_ids,R/Functions/Utility/Validation/align_sample_ids.R,align_sample_ids,align,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-align_sample_ids.R;R/Functions/Modelling/Fit_inputs/prepare_abiotic_for_fit.R;R/Functions/Modelling/Fit_inputs/prepare_community_for_fit.R;R/Functions/Modelling/Fit_inputs/prepare_coords_for_fit.R;R/Functions/Modelling/Fit_inputs/prepare_spatial_predictors_for_fit.R;R/Functions/Modelling/Spatial_effects/compute_spatiotemporal_mev.R;R/Functions/Utility/Validation/check_data_sample_ids_n.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation_shared.R;R/Pipelines/_pipes/pipe_segment_sample_alignment.R;R/Pipelines/_pipes/pipe_segment_sample_filter_age.R,R/03_Supplementary_analyses/Testing/testthat/test-align_sample_ids.R,,none,#155,baseline_recorded
R/Functions/Utility/Validation/check_data_sample_ids_n.R,check_data_sample_ids_n,R/Functions/Utility/Validation/check_data_sample_ids_n.R,check_data_sample_ids_n,check,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-check_data_sample_ids_n.R;R/Pipelines/_pipes/pipe_segment_sample_alignment.R;R/Pipelines/_pipes/pipe_segment_sample_filter_age.R,R/03_Supplementary_analyses/Testing/testthat/test-check_data_sample_ids_n.R,,none,#155,baseline_recorded
R/Functions/Utility/Validation/check_min_n_cores.R,check_min_n_cores,R/Functions/Utility/Validation/check_min_n_cores.R,check_min_n_cores,check,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-check_min_n_cores.R;R/Pipelines/_pipes/pipe_segment_vegvault_extract.R,R/03_Supplementary_analyses/Testing/testthat/test-check_min_n_cores.R,,none,#155,baseline_recorded
R/Functions/Utility/Validation/check_presence_of_vegvault.R,check_presence_of_vegvault,R/Functions/Utility/Validation/check_presence_of_vegvault.R,check_presence_of_vegvault,check,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-check_presence_of_vegvault.R;R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Ingest/test-load_trait_domain_names_from_vegvault.R;R/Functions/Data_access/Vegvault/build_vegvault_plan.R;R/Functions/Data/Traits/Ingest/load_trait_records_from_vegvault.R;R/Functions/Data/Traits/Ingest/load_trait_domain_names_from_vegvault.R;R/___setup_project___.R;R/___setup_project_extended___.R,R/03_Supplementary_analyses/Testing/testthat/test-check_presence_of_vegvault.R;R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Ingest/test-load_trait_domain_names_from_vegvault.R,,none,#155,baseline_recorded
R/Functions/Visualisation/Data_preparation/prepare_spatial_variance_plot_data.R,prepare_spatial_variance_plot_data,R/Functions/Visualisation/Data_preparation/prepare_spatial_variance_plot_data.R,prepare_spatial_variance_plot_data,prepare,canonical_or_domain_verb,R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/02_plot_variance_waffle_by_scale_and_taxonomic_resolution.R;R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/03_plot_variance_stack_and_biotic_spread.R;R/02_Main_analyses/01_Spatial/02_Modern/03_Visualisation/01_plot_variance_partitioning.R;R/03_Supplementary_analyses/Testing/testthat/test-prepare_spatial_variance_plot_data.R;R/03_Supplementary_analyses/Testing/testthat/test-prepare_spatial_variance_waffle_data.R;R/Functions/Visualisation/Data_preparation/prepare_spatial_variance_waffle_data.R;R/Functions/Visualisation/Data_preparation/summarise_spatial_biotic_component.R;R/Functions/Visualisation/Data_preparation/summarise_spatial_variance_stack.R;R/Functions/Visualisation/Spatial_variance/plot_spatial_biotic_component.R,R/03_Supplementary_analyses/Testing/testthat/test-prepare_spatial_variance_plot_data.R;R/03_Supplementary_analyses/Testing/testthat/test-prepare_spatial_variance_waffle_data.R,,none,#155,baseline_recorded
R/Functions/Visualisation/Data_preparation/prepare_spatial_variance_waffle_data.R,prepare_spatial_variance_waffle_data,R/Functions/Visualisation/Data_preparation/prepare_spatial_variance_waffle_data.R,prepare_spatial_variance_waffle_data,prepare,canonical_or_domain_verb,R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/02_plot_variance_waffle_by_scale_and_taxonomic_resolution.R;R/02_Main_analyses/01_Spatial/02_Modern/03_Visualisation/01_plot_variance_partitioning.R;R/03_Supplementary_analyses/Testing/testthat/test-prepare_spatial_variance_waffle_data.R;R/Functions/Visualisation/Data_preparation/prepare_spatial_variance_waffle_data.R;R/Functions/Visualisation/Spatial_variance/plot_spatial_variance_waffle.R,R/03_Supplementary_analyses/Testing/testthat/test-prepare_spatial_variance_waffle_data.R,collapse_observation_id,review_in_owning_issue,#155,baseline_recorded
R/Functions/Visualisation/Data_preparation/summarise_spatial_biotic_component.R,summarise_spatial_biotic_component,R/Functions/Visualisation/Data_preparation/summarise_spatial_biotic_component.R,summarise_spatial_biotic_component,summarise,canonical_or_domain_verb,R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/03_plot_variance_stack_and_biotic_spread.R;R/02_Main_analyses/01_Spatial/02_Modern/03_Visualisation/01_plot_variance_partitioning.R;R/03_Supplementary_analyses/Testing/testthat/test-summarise_spatial_biotic_component.R;R/Functions/Visualisation/Spatial_variance/plot_spatial_biotic_component.R,R/03_Supplementary_analyses/Testing/testthat/test-summarise_spatial_biotic_component.R,,none,#155,baseline_recorded
R/Functions/Visualisation/Data_preparation/summarise_spatial_variance_stack.R,summarise_spatial_variance_stack,R/Functions/Visualisation/Data_preparation/summarise_spatial_variance_stack.R,summarise_spatial_variance_stack,summarise,canonical_or_domain_verb,R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/03_plot_variance_stack_and_biotic_spread.R;R/02_Main_analyses/01_Spatial/02_Modern/03_Visualisation/01_plot_variance_partitioning.R;R/03_Supplementary_analyses/Testing/testthat/test-summarise_spatial_variance_stack.R;R/Functions/Visualisation/Spatial_variance/plot_spatial_variance_stack.R,R/03_Supplementary_analyses/Testing/testthat/test-summarise_spatial_variance_stack.R,,none,#155,baseline_recorded
R/Functions/Visualisation/Legends_and_colours/mix_variance_component_colours.R,mix_variance_component_colours,R/Functions/Visualisation/Legends_and_colours/mix_variance_component_colours.R,mix_variance_component_colours,mix,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-mix_variance_component_colours.R;R/Functions/Visualisation/Data_preparation/prepare_spatial_variance_waffle_data.R;R/Functions/Visualisation/Legends_and_colours/mix_variance_component_colours.R;R/Functions/Visualisation/Legends_and_colours/plot_variance_component_triangle_legend.R,R/03_Supplementary_analyses/Testing/testthat/test-mix_variance_component_colours.R,,none,#155,baseline_recorded
R/Functions/Visualisation/Legends_and_colours/plot_variance_component_triangle_legend.R,plot_variance_component_triangle_legend,R/Functions/Visualisation/Legends_and_colours/plot_variance_component_triangle_legend.R,plot_variance_component_triangle_legend,plot,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-plot_variance_component_triangle_legend.R;R/Functions/Visualisation/Spatial_variance/plot_spatial_variance_waffle.R,R/03_Supplementary_analyses/Testing/testthat/test-plot_variance_component_triangle_legend.R,,none,#155,baseline_recorded
R/Functions/Visualisation/Maps/build_map_panel.R,build_map_panel,R/Functions/Visualisation/Maps/build_map_panel.R,build_map_panel,build,canonical_or_domain_verb,R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/01_plot_spatial_anova_maps.R;R/03_Supplementary_analyses/Testing/testthat/test-build_map_panel.R,R/03_Supplementary_analyses/Testing/testthat/test-build_map_panel.R,,none,#155,baseline_recorded
R/Functions/Visualisation/Networks/plot_network_metrics_by_age.R,plot_network_metrics_by_age,R/Functions/Visualisation/Networks/plot_network_metrics_by_age.R,plot_network_metrics_by_age,plot,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-plot_network_metrics_by_age.R,R/03_Supplementary_analyses/Testing/testthat/test-plot_network_metrics_by_age.R,,none,#155,baseline_recorded
R/Functions/Visualisation/Spatial_variance/plot_spatial_biotic_component.R,plot_spatial_biotic_component,R/Functions/Visualisation/Spatial_variance/plot_spatial_biotic_component.R,plot_spatial_biotic_component,plot,canonical_or_domain_verb,R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/03_plot_variance_stack_and_biotic_spread.R;R/02_Main_analyses/01_Spatial/02_Modern/03_Visualisation/01_plot_variance_partitioning.R;R/03_Supplementary_analyses/Testing/testthat/test-plot_spatial_biotic_component.R,R/03_Supplementary_analyses/Testing/testthat/test-plot_spatial_biotic_component.R,,none,#155,baseline_recorded
R/Functions/Visualisation/Spatial_variance/plot_spatial_variance_stack.R,plot_spatial_variance_stack,R/Functions/Visualisation/Spatial_variance/plot_spatial_variance_stack.R,plot_spatial_variance_stack,plot,canonical_or_domain_verb,R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/03_plot_variance_stack_and_biotic_spread.R;R/02_Main_analyses/01_Spatial/02_Modern/03_Visualisation/01_plot_variance_partitioning.R;R/03_Supplementary_analyses/Testing/testthat/test-plot_spatial_variance_stack.R,R/03_Supplementary_analyses/Testing/testthat/test-plot_spatial_variance_stack.R,,none,#155,baseline_recorded
